,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20
1,2172.553,980.334,1855.747,648.924,2734.265,2025.737,2049.736,307.051,934.738,983.228,1200.322,253.668,1202.644,2424.426,704.709,1839.64,4261.57
2,1219.317,703.008,1053.99,486.702,1733.564,1341.028,1220.192,160.675,336.067,434.127,715.16,144.264,700.791,1106.392,303.431,731.54,1966.536
3,1430.506,764.258,1092.669,482.033,1749.764,1347.92,1348.33,247.483,419.392,437.349,705.796,159.073,763.146,1304.914,383.452,1088.639,2066.229
4,1468.079,759.539,1083.758,480.126,1739.227,1316.557,1426.693,227.266,452.668,452.991,739.19,167.649,790.275,1350.857,423.223,1178.546,2091.041
5,1463.758,723.033,1098.618,489.465,1722.375,1328.826,1541.109,233.81,491.427,432.786,738.675,174.417,800.987,1346.629,443.366,1266.931,2052.077
6,1516.712,742.295,1031.897,472.613,1650.922,1330.906,1528.621,218.504,522.711,445.484,775.416,177.888,777.565,1353.416,449.334,1266.303,2115.836
7,1612.368,746.573,1062.106,451.687,1641.919,1299.866,1475.164,246.366,596.442,445.447,802.719,168.922,810.487,1443.763,453.438,1243.95,2208.083
8,1573.317,734.881,1065.906,465.391,1627.867,1280.331,1506.211,241.466,559.011,423.453,809.537,177.186,762.227,1411.567,457.76,1269.334,2358.035
9,1463.441,708.671,1009.612,455.742,1550.025,1223.297,1360.016,245.434,557.297,410.14,786.78,162.42,785.954,1438.342,462.33,1321.474,2182.475
10,1425.737,712.459,974.1,435.704,1529.354,1208.059,1393.082,240.87,522.866,425.254,774.659,160.272,905.523,1478.368,491.086,1266.688,2317.717
11,1380.296,744.021,975.006,454.798,1558.613,1214.237,1393.889,249.247,554.869,425.763,755.161,177.77,788.872,1472.606,450.358,1358.955,2250.059
12,1436.821,723.145,980.731,448.713,1507.677,1194.634,1322.449,245.875,595.299,423.658,811.282,166.99,745.599,1389.151,456.046,1276.313,2148.51
13,1438.876,729.51,975.298,448.905,1500.642,1179.005,1351.522,206.402,529.311,444.993,758.98,175.634,759.228,1433.3,433.549,1155.509,2166.443
14,1440.211,702.834,996.82,468.005,1441.795,1173.771,1441.062,242.131,500.313,423.198,800.198,174.858,766.636,1328.677,428.886,1152.503,2108.316
15,1458.144,681.38,1007.233,447.589,1377.713,1156.173,1322.704,239.045,573.032,428.799,783.47,166.798,773.392,1387.003,422.776,1247.52,2146.945
16,1307.683,671.849,1005.954,448.067,1367.71,1129.963,1370.361,217.299,527.802,391.052,823.055,166.854,756.546,1329.323,431.165,1168.114,2265.763
17,1450.935,679.263,1048.464,437.474,1316.116,1123.878,1260.032,225.645,514.949,384.979,767.058,178.664,714.259,1275.351,425.788,1216.901,2206.096
18,1378.316,699.276,1035.331,456.183,1320.388,1117.612,1255.685,215.405,487.267,379.62,738.886,166.947,690.303,1327.162,458.847,1198.118,2227.773
19,1340.792,678.679,1036.014,442.913,1300.344,1100.511,1204.818,214.381,517.079,378.304,776.012,160.303,717.724,1271.432,448.731,1161.116,2145.206
20,1321.611,692.824,1071.911,448.781,1281.014,1081.56,1234.17,211.618,524.511,379.813,845.291,160.669,683.026,1319.81,420.721,1148.579,2041.186
21,1379.837,649.843,998.913,428.849,1252.469,1054.214,1151.224,203.57,498.152,378.08,824.787,164.5,687.751,1222.887,430.414,1054.642,2055.25
22,1360.737,644.59,1004.296,418.951,1277.487,1034.573,1173.323,211.431,458.859,355.795,859.151,170.965,706.659,1270.222,402.03,1132.341,2014.541
23,1258.765,641.025,999.85,428.83,1332.142,1041.453,1108.18,212.164,468.08,369.71,934.154,163.935,708.013,1213.207,417.777,1095.767,1932.514
24,1266.043,614.908,989.983,423.645,1290.551,1028.016,1144.673,195.405,538.191,373.572,858.865,159.465,648.855,1195.063,408.699,1047.141,1886.869
25,1365.239,641.491,956.943,422.186,1223.682,1020.217,1092.247,205.526,461.579,379.266,851.345,167.661,650.327,1140.302,421.373,1097.5,1986.791
26,1241.484,618.522,979.614,405.942,1195.379,1032.22,1091.992,188.966,442.255,360.172,854.469,159.545,725.828,1125.48,388.922,1037.802,1970.119
27,1240.087,619.398,987.14,409.804,1194.833,1024.353,1136.849,180.403,486.994,348.114,950.094,161.433,726.858,1095.55,405.11,1006.457,1876.369
28,1246.483,640.404,992.958,402.726,1167.462,999.242,1030.742,194.622,472.141,342.109,934.384,151.69,672.495,1102.126,407.973,938.042,1751.385
29,1200.012,646.999,948.275,397.286,1152.95,987.636,983.389,199.621,435.586,353.69,933.682,157.583,651.24,1118.705,406.035,1011.704,1783.128
30,1253.922,606.302,916.178,390.195,1116.01,992.647,1078.257,170.561,436.505,347.462,968.368,151.281,641.323,1072.482,404.098,997.745,1720.226
31,1116.836,623.105,963.556,391.698,1110.912,969.53,958.738,200.298,440.032,347.753,850.432,140.718,636.666,1065.403,382.911,931.329,1722.927
32,1131.05,618.019,967.058,398.621,1114.843,943.288,977.117,163.979,402.601,337.166,871.613,146.58,641.802,1082.672,406.47,963.283,1665.831
33,1157.818,639.144,920.09,388.208,1082.703,941.395,1035.828,183.737,446.85,334,860.889,141.848,663.932,1044.061,416.566,927.181,1697.853
34,1160.265,579.061,906.858,398.429,1064.714,945.555,986.879,169.636,417.25,345.686,905.802,147.872,668.502,1045.154,392.871,811.81,1674.357
35,1187.456,566.661,878.499,405.756,1064.571,918.339,983.594,186.327,411.642,342.208,913.75,142.165,623.825,996.243,378.229,872.501,1630.351
36,1138.768,592.859,890.03,394.393,1017.74,935.781,970.088,164.581,378.944,333.49,967.816,154.777,650.538,984.401,362.749,842.435,1566.015
37,1125.43,565.941,861.212,382.166,1010.17,927.504,951.013,170.604,390.859,323.568,977.769,135.372,643.534,1026.688,354.186,858.66,1598.148
38,1123.828,579.136,863.733,369.443,979.85,918.805,901.691,180.72,347.17,323.884,965.071,138.396,656.686,1052.457,357.918,859.691,1537.041
39,1045.632,564.078,858.71,375.398,954.9,903.89,905.392,163.793,374.423,323.692,961.929,139.874,616.821,1012.611,351.436,787.394,1490.775
40,1009.419,560.675,838.51,368.984,944.325,899.468,887.559,173.02,345.425,319.948,952.913,146.915,597.385,962.395,346.226,788.071,1473.606
41,1007.109,549.119,836.033,363.612,927.187,914.725,887.025,156.18,378.509,303.462,829.972,139.191,604.799,964.804,364.78,842.826,1551.255
42,1006.041,564.804,840.708,366.369,907.212,901.816,895.817,174.578,372.889,298.364,863.957,135.148,571.858,948.585,363.283,787.779,1562.991
43,1024.309,562.445,874.134,376.671,908.205,888.919,803.526,171.821,370.641,294.247,825.309,140.203,561.097,952.093,349.101,749.026,1552.608
44,996.361,575.907,819.069,357.192,904.66,892.309,794.982,147.393,354.59,301.27,762.55,137.427,521.518,980.079,369.089,741.569,1588.816
45,942.686,556.639,787.022,354.485,877.506,881.945,798.205,145.059,367.475,292.843,750.28,135.943,563.879,914.266,357.198,718.482,1555.545
46,936.048,547.064,820.428,354.963,903.939,880.033,824.812,141.73,338.762,286.007,667.918,140.048,525.387,894.973,334.198,718.438,1442.583
47,880.648,553.981,798.919,362.836,887.857,868.105,798.118,142.358,352.907,287.305,700.835,135.422,526.834,895.339,322.835,702.871,1503.554
48,906.876,570.648,773.926,365.239,890.719,857.983,756.949,158.018,318.228,274.911,763.73,133.137,544.152,882.765,348.536,673.836,1492.048
49,916.563,565.357,789.251,358.291,874.252,861.256,749.97,157.006,332.714,265.64,825.241,129.659,533.677,870.433,330.429,653.128,1458.66
50,901.474,564.724,770.132,355.751,875.457,866.838,758.017,148.623,325.834,277.63,792.989,129.659,527.771,844.447,319.352,678.686,1448.402
51,850.004,542.699,762.948,359.688,881.815,845.788,743.91,143.364,301.561,281.406,842.857,134.012,485.268,840.181,314.086,640.901,1423.433
52,866.832,519.327,763.059,360.259,854.618,835.039,690.527,130.777,309.311,292.421,836.511,128.641,479.002,790.008,303.983,600.54,1412.126
53,827.259,516.458,749.653,355.149,841.646,824.986,709.95,125.493,294.855,292.552,809.761,127.113,486.485,820.193,315.818,602.67,1367.561
54,831.5,550.821,763.935,361.681,803.713,833.58,704.759,132.112,318.128,302.915,838.299,126.995,443.397,860.734,319.811,574.156,1373.596
55,830.531,507.007,767.481,352.342,796.311,820.578,704.293,139.725,323.083,280.692,804.607,126.17,432.432,814.554,306.076,600.751,1336.452
56,820.596,518.656,739.252,342.581,814.368,801.334,695.072,124.543,323.294,276.339,836.933,126.3,460.654,793.181,288.317,545.692,1314.166
57,778.9,513.44,726.175,339.029,803.601,802.117,680.163,145.959,286.932,261.715,807.699,124.294,441.671,789.114,284.274,574.249,1274.599
58,779.57,533.521,689.217,341.32,775.205,817.243,643.23,131.535,304.461,258.747,709.515,129.218,426.831,771.349,278.841,597.851,1252.456
59,799.975,515.613,669.235,335.105,776.64,812.791,644.85,148.803,275.029,277.134,710.621,,456.642,741.624,286.46,572.684,1212.629
60,762.072,502.518,687.95,333.844,756.037,814.871,634.425,135.509,304.207,267.683,714.067,,414.288,742.351,281.194,527.039,1299.443
61,765.003,487.602,655.301,331.298,751.05,791.555,597.832,128.684,266.006,281.989,778.192,,420.336,754.149,287.522,537.706,1219.72